DATE,SPX_Open,SPX_High,SPX_Low,SPX_Close,SPX_Adj_Close,SPX_Volume, Open, High, Low, Close,GDPC1,GFDEBTN,M2SL,MEDCPIM158SFRBCLE,NASDAQ_Close,NETFI,PCECTPI,DEXUSUK,DEXJPUS,DEXUSEU
1928-02-09,17.549999,17.549999,17.549999,17.549999,17.549999,0.0,,,,,,,,,,,,,,
1928-02-10,17.540001,17.540001,17.540001,17.540001,17.540001,0.0,,,,,,,,,,,,,,
1928-02-14,17.440001,17.440001,17.440001,17.440001,17.440001,0.0,,,,,,,,,,,,,,
1928-02-15,17.4,17.4,17.4,17.4,17.4,0.0,,,,,,,,,,,,,,
1928-02-16,17.35,17.35,17.35,17.35,17.35,0.0,,,,,,,,,,,,,,
1928-02-17,17.040001,17.040001,17.040001,17.040001,17.040001,0.0,,,,,,,,,,,,,,
1928-02-20,16.950001,16.950001,16.950001,16.950001,16.950001,0.0,,,,,,,,,,,,,,
1928-02-21,17.110001,17.110001,17.110001,17.110001,17.110001,0.0,,,,,,,,,,,,,,
1928-02-23,17.129999,17.129999,17.129999,17.129999,17.129999,0.0,,,,,,,,,,,,,,
1928-02-24,17.18,17.18,17.18,17.18,17.18,0.0,,,,,,,,,,,,,,
1928-02-27,17.110001,17.110001,17.110001,17.110001,17.110001,0.0,,,,,,,,,,,,,,
1928-02-28,17.16,17.16,17.16,17.16,17.16,0.0,,,,,,,,,,,,,,
1928-02-29,17.26,17.26,17.26,17.26,17.26,0.0,,,,,,,,,,,,,,
1928-03-01,17.299999,17.299999,17.299999,17.299999,17.299999,0.0,,,,,,,,,,,,,,
1928-03-02,17.299999,17.299999,17.299999,17.299999,17.299999,0.0,,,,,,,,,,,,,,
1928-03-05,17.57,17.57,17.57,17.57,17.57,0.0,,,,,,,,,,,,,,
1928-03-06,17.67,17.67,17.67,17.67,17.67,0.0,,,,,,,,,,,,,,
1928-03-07,17.58,17.58,17.58,17.58,17.58,0.0,,,,,,,,,,,,,,
1928-03-08,17.639999,17.639999,17.639999,17.639999,17.639999,0.0,,,,,,,,,,,,,,
1928-03-09,17.93,17.93,17.93,17.93,17.93,0.0,,,,,,,,,,,,,,
1928-03-12,18.0,18.0,18.0,18.0,18.0,0.0,,,,,,,,,,,,,,
1928-03-13,17.92,17.92,17.92,17.92,17.92,0.0,,,,,,,,,,,,,,
1928-03-14,17.93,17.93,17.93,17.93,17.93,0.0,,,,,,,,,,,,,,
1928-03-15,18.07,18.07,18.07,18.07,18.07,0.0,,,,,,,,,,,,,,
1928-03-16,18.26,18.26,18.26,18.26,18.26,0.0,,,,,,,,,,,,,,
1928-03-19,18.360001,18.360001,18.360001,18.360001,18.360001,0.0,,,,,,,,,,,,,,
1928-03-20,18.459999,18.459999,18.459999,18.459999,18.459999,0.0,,,,,,,,,,,,,,
1928-03-21,18.65,18.65,18.65,18.65,18.65,0.0,,,,,,,,,,,,,,
1928-03-22,18.6,18.6,18.6,18.6,18.6,0.0,,,,,,,,,,,,,,
1928-03-23,18.780001,18.780001,18.780001,18.780001,18.780001,0.0,,,,,,,,,,,,,,
1928-03-26,19.049999,19.049999,19.049999,19.049999,19.049999,0.0,,,,,,,,,,,,,,
1928-03-27,18.940001,18.940001,18.940001,18.940001,18.940001,0.0,,,,,,,,,,,,,,
1928-03-28,18.889999,18.889999,18.889999,18.889999,18.889999,0.0,,,,,,,,,,,,,,
1928-03-29,18.950001,18.950001,18.950001,18.950001,18.950001,0.0,,,,,,,,,,,,,,
1928-03-30,19.280001,19.280001,19.280001,19.280001,19.280001,0.0,,,,,,,,,,,,,,
1928-04-02,18.91,18.91,18.91,18.91,18.91,0.0,,,,,,,,,,,,,,
1928-04-03,19.02,19.02,19.02,19.02,19.02,0.0,,,,,,,,,,,,,,
1928-04-04,18.99,18.99,18.99,18.99,18.99,0.0,,,,,,,,,,,,,,
1928-04-05,19.23,19.23,19.23,19.23,19.23,0.0,,,,,,,,,,,,,,
1928-04-09,19.27,19.27,19.27,19.27,19.27,0.0,,,,,,,,,,,,,,
1928-04-10,19.1,19.1,19.1,19.1,19.1,0.0,,,,,,,,,,,,,,
1928-04-11,19.440001,19.440001,19.440001,19.440001,19.440001,0.0,,,,,,,,,,,,,,
1928-04-12,19.41,19.41,19.41,19.41,19.41,0.0,,,,,,,,,,,,,,
1928-04-13,19.73,19.73,19.73,19.73,19.73,0.0,,,,,,,,,,,,,,
1928-04-16,19.68,19.68,19.68,19.68,19.68,0.0,,,,,,,,,,,,,,
1928-04-17,19.52,19.52,19.52,19.52,19.52,0.0,,,,,,,,,,,,,,
1928-04-18,19.52,19.52,19.52,19.52,19.52,0.0,,,,,,,,,,,,,,
1928-04-19,19.629999,19.629999,19.629999,19.629999,19.629999,0.0,,,,,,,,,,,,,,
1928-04-20,19.34,19.34,19.34,19.34,19.34,0.0,,,,,,,,,,,,,,
1928-04-23,19.15,19.15,19.15,19.15,19.15,0.0,,,,,,,,,,,,,,
1928-04-24,19.25,19.25,19.25,19.25,19.25,0.0,,,,,,,,,,,,,,
1928-04-25,19.33,19.33,19.33,19.33,19.33,0.0,,,,,,,,,,,,,,
1928-04-26,19.469999,19.469999,19.469999,19.469999,19.469999,0.0,,,,,,,,,,,,,,
1928-04-27,19.68,19.68,19.68,19.68,19.68,0.0,,,,,,,,,,,,,,
1928-04-30,19.75,19.75,19.75,19.75,19.75,0.0,,,,,,,,,,,,,,
1928-05-01,19.780001,19.780001,19.780001,19.780001,19.780001,0.0,,,,,,,,,,,,,,
1928-05-02,19.83,19.83,19.83,19.83,19.83,0.0,,,,,,,,,,,,,,
1928-05-03,19.93,19.93,19.93,19.93,19.93,0.0,,,,,,,,,,,,,,
1928-05-04,20.24,20.24,20.24,20.24,20.24,0.0,,,,,,,,,,,,,,
1928-05-07,20.41,20.41,20.41,20.41,20.41,0.0,,,,,,,,,,,,,,
1928-05-08,20.27,20.27,20.27,20.27,20.27,0.0,,,,,,,,,,,,,,
1928-05-09,20.24,20.24,20.24,20.24,20.24,0.0,,,,,,,,,,,,,,
1928-05-10,20.209999,20.209999,20.209999,20.209999,20.209999,0.0,,,,,,,,,,,,,,
1928-05-11,20.360001,20.360001,20.360001,20.360001,20.360001,0.0,,,,,,,,,,,,,,
1928-05-14,20.440001,20.440001,20.440001,20.440001,20.440001,0.0,,,,,,,,,,,,,,
1928-05-15,20.389999,20.389999,20.389999,20.389999,20.389999,0.0,,,,,,,,,,,,,,
1928-05-16,20.049999,20.049999,20.049999,20.049999,20.049999,0.0,,,,,,,,,,,,,,
1928-05-17,20.120001,20.120001,20.120001,20.120001,20.120001,0.0,,,,,,,,,,,,,,
1928-05-18,19.92,19.92,19.92,19.92,19.92,0.0,,,,,,,,,,,,,,
1928-05-21,19.629999,19.629999,19.629999,19.629999,19.629999,0.0,,,,,,,,,,,,,,
1928-05-22,19.360001,19.360001,19.360001,19.360001,19.360001,0.0,,,,,,,,,,,,,,
1928-05-23,19.75,19.75,19.75,19.75,19.75,0.0,,,,,,,,,,,,,,
1928-05-24,19.870001,19.870001,19.870001,19.870001,19.870001,0.0,,,,,,,,,,,,,,
1928-05-25,19.9,19.9,19.9,19.9,19.9,0.0,,,,,,,,,,,,,,
1928-05-28,19.57,19.57,19.57,19.57,19.57,0.0,,,,,,,,,,,,,,
1928-05-29,19.82,19.82,19.82,19.82,19.82,0.0,,,,,,,,,,,,,,
1928-05-31,20.0,20.0,20.0,20.0,20.0,0.0,,,,,,,,,,,,,,
1928-06-01,20.07,20.07,20.07,20.07,20.07,0.0,,,,,,,,,,,,,,
1928-06-04,19.799999,19.799999,19.799999,19.799999,19.799999,0.0,,,,,,,,,,,,,,
1928-06-05,19.85,19.85,19.85,19.85,19.85,0.0,,,,,,,,,,,,,,
1928-06-06,19.66,19.66,19.66,19.66,19.66,0.0,,,,,,,,,,,,,,
1928-06-07,19.610001,19.610001,19.610001,19.610001,19.610001,0.0,,,,,,,,,,,,,,
1928-06-08,19.370001,19.370001,19.370001,19.370001,19.370001,0.0,,,,,,,,,,,,,,
1928-06-11,18.68,18.68,18.68,18.68,18.68,0.0,,,,,,,,,,,,,,
1928-06-12,18.34,18.34,18.34,18.34,18.34,0.0,,,,,,,,,,,,,,
1928-06-13,18.889999,18.889999,18.889999,18.889999,18.889999,0.0,,,,,,,,,,,,,,
1928-06-14,19.049999,19.049999,19.049999,19.049999,19.049999,0.0,,,,,,,,,,,,,,
1928-06-15,18.74,18.74,18.74,18.74,18.74,0.0,,,,,,,,,,,,,,
1928-06-18,18.4,18.4,18.4,18.4,18.4,0.0,,,,,,,,,,,,,,
1928-06-19,18.34,18.34,18.34,18.34,18.34,0.0,,,,,,,,,,,,,,
1928-06-20,18.57,18.57,18.57,18.57,18.57,0.0,,,,,,,,,,,,,,
1928-06-21,18.559999,18.559999,18.559999,18.559999,18.559999,0.0,,,,,,,,,,,,,,
1928-06-22,18.540001,18.540001,18.540001,18.540001,18.540001,0.0,,,,,,,,,,,,,,
1928-06-25,18.469999,18.469999,18.469999,18.469999,18.469999,0.0,,,,,,,,,,,,,,
1928-06-26,18.68,18.68,18.68,18.68,18.68,0.0,,,,,,,,,,,,,,
1928-06-27,18.860001,18.860001,18.860001,18.860001,18.860001,0.0,,,,,,,,,,,,,,
1928-06-28,19.07,19.07,19.07,19.07,19.07,0.0,,,,,,,,,,,,,,
1928-06-29,19.139999,19.139999,19.139999,19.139999,19.139999,0.0,,,,,,,,,,,,,,
1928-07-02,18.98,18.98,18.98,18.98,18.98,0.0,,,,,,,,,,,,,,
1928-07-03,19.290001,19.290001,19.290001,19.290001,19.290001,0.0,,,,,,,,,,,,,,
1928-07-05,19.48,19.48,19.48,19.48,19.48,0.0,,,,,,,,,,,,,,
1928-07-06,19.389999,19.389999,19.389999,19.389999,19.389999,0.0,,,,,,,,,,,,,,
1928-07-09,19.459999,19.459999,19.459999,19.459999,19.459999,0.0,,,,,,,,,,,,,,
1928-07-10,19.43,19.43,19.43,19.43,19.43,0.0,,,,,,,,,,,,,,
1928-07-11,18.950001,18.950001,18.950001,18.950001,18.950001,0.0,,,,,,,,,,,,,,
1928-07-12,18.809999,18.809999,18.809999,18.809999,18.809999,0.0,,,,,,,,,,,,,,
1928-07-13,18.959999,18.959999,18.959999,18.959999,18.959999,0.0,,,,,,,,,,,,,,
1928-07-16,18.700001,18.700001,18.700001,18.700001,18.700001,0.0,,,,,,,,,,,,,,
1928-07-17,18.799999,18.799999,18.799999,18.799999,18.799999,0.0,,,,,,,,,,,,,,
1928-07-18,19.030001,19.030001,19.030001,19.030001,19.030001,0.0,,,,,,,,,,,,,,
1928-07-19,18.99,18.99,18.99,18.99,18.99,0.0,,,,,,,,,,,,,,
1928-07-20,19.030001,19.030001,19.030001,19.030001,19.030001,0.0,,,,,,,,,,,,,,
1928-07-23,19.120001,19.120001,19.120001,19.120001,19.120001,0.0,,,,,,,,,,,,,,
1928-07-24,19.09,19.09,19.09,19.09,19.09,0.0,,,,,,,,,,,,,,
1928-07-25,19.200001,19.200001,19.200001,19.200001,19.200001,0.0,,,,,,,,,,,,,,
1928-07-26,19.24,19.24,19.24,19.24,19.24,0.0,,,,,,,,,,,,,,
1928-07-27,19.42,19.42,19.42,19.42,19.42,0.0,,,,,,,,,,,,,,
1928-07-30,19.469999,19.469999,19.469999,19.469999,19.469999,0.0,,,,,,,,,,,,,,
1928-07-31,19.43,19.43,19.43,19.43,19.43,0.0,,,,,,,,,,,,,,
1928-08-01,19.42,19.42,19.42,19.42,19.42,0.0,,,,,,,,,,,,,,
1928-08-02,19.33,19.33,19.33,19.33,19.33,0.0,,,,,,,,,,,,,,
1928-08-03,19.360001,19.360001,19.360001,19.360001,19.360001,0.0,,,,,,,,,,,,,,
1928-08-06,19.58,19.58,19.58,19.58,19.58,0.0,,,,,,,,,,,,,,
1928-08-07,19.49,19.49,19.49,19.49,19.49,0.0,,,,,,,,,,,,,,
1928-08-08,19.25,19.25,19.25,19.25,19.25,0.0,,,,,,,,,,,,,,
1928-08-09,19.299999,19.299999,19.299999,19.299999,19.299999,0.0,,,,,,,,,,,,,,
1928-08-10,19.25,19.25,19.25,19.25,19.25,0.0,,,,,,,,,,,,,,
1928-08-13,19.290001,19.290001,19.290001,19.290001,19.290001,0.0,,,,,,,,,,,,,,
1928-08-14,19.129999,19.129999,19.129999,19.129999,19.129999,0.0,,,,,,,,,,,,,,
1928-08-15,19.469999,19.469999,19.469999,19.469999,19.469999,0.0,,,,,,,,,,,,,,
1928-08-16,19.610001,19.610001,19.610001,19.610001,19.610001,0.0,,,,,,,,,,,,,,
1928-08-17,19.639999,19.639999,19.639999,19.639999,19.639999,0.0,,,,,,,,,,,,,,
1928-08-20,19.77,19.77,19.77,19.77,19.77,0.0,,,,,,,,,,,,,,
1928-08-21,20.02,20.02,20.02,20.02,20.02,0.0,,,,,,,,,,,,,,
1928-08-22,20.0,20.0,20.0,20.0,20.0,0.0,,,,,,,,,,,,,,
1928-08-23,20.02,20.02,20.02,20.02,20.02,0.0,,,,,,,,,,,,,,
1928-08-24,20.34,20.34,20.34,20.34,20.34,0.0,,,,,,,,,,,,,,
1928-08-27,20.379999,20.379999,20.379999,20.379999,20.379999,0.0,,,,,,,,,,,,,,
1928-08-28,20.540001,20.540001,20.540001,20.540001,20.540001,0.0,,,,,,,,,,,,,,
1928-08-29,20.58,20.58,20.58,20.58,20.58,0.0,,,,,,,,,,,,,,
1928-08-30,20.610001,20.610001,20.610001,20.610001,20.610001,0.0,,,,,,,,,,,,,,
1928-08-31,20.870001,20.870001,20.870001,20.870001,20.870001,0.0,,,,,,,,,,,,,,
1928-09-04,20.969999,20.969999,20.969999,20.969999,20.969999,0.0,,,,,,,,,,,,,,
1928-09-05,21.07,21.07,21.07,21.07,21.07,0.0,,,,,,,,,,,,,,
1928-09-06,20.940001,20.940001,20.940001,20.940001,20.940001,0.0,,,,,,,,,,,,,,
1928-09-07,21.09,21.09,21.09,21.09,21.09,0.0,,,,,,,,,,,,,,
1928-09-10,20.92,20.92,20.92,20.92,20.92,0.0,,,,,,,,,,,,,,
1928-09-11,21.08,21.08,21.08,21.08,21.08,0.0,,,,,,,,,,,,,,
1928-09-12,21.16,21.16,21.16,21.16,21.16,0.0,,,,,,,,,,,,,,
1928-09-13,21.139999,21.139999,21.139999,21.139999,21.139999,0.0,,,,,,,,,,,,,,
1928-09-14,21.139999,21.139999,21.139999,21.139999,21.139999,0.0,,,,,,,,,,,,,,
1928-09-17,21.33,21.33,21.33,21.33,21.33,0.0,,,,,,,,,,,,,,
1928-09-18,21.18,21.18,21.18,21.18,21.18,0.0,,,,,,,,,,,,,,
1928-09-19,21.18,21.18,21.18,21.18,21.18,0.0,,,,,,,,,,,,,,
1928-09-20,21.219999,21.219999,21.219999,21.219999,21.219999,0.0,,,,,,,,,,,,,,
1928-09-21,21.360001,21.360001,21.360001,21.360001,21.360001,0.0,,,,,,,,,,,,,,
1928-09-24,21.43,21.43,21.43,21.43,21.43,0.0,,,,,,,,,,,,,,
1928-09-25,21.41,21.41,21.41,21.41,21.41,0.0,,,,,,,,,,,,,,
1928-09-26,21.4,21.4,21.4,21.4,21.4,0.0,,,,,,,,,,,,,,
1928-09-27,21.129999,21.129999,21.129999,21.129999,21.129999,0.0,,,,,,,,,,,,,,
1928-09-28,21.139999,21.139999,21.139999,21.139999,21.139999,0.0,,,,,,,,,,,,,,
1928-10-01,21.360001,21.360001,21.360001,21.360001,21.360001,0.0,,,,,,,,,,,,,,
1928-10-02,21.26,21.26,21.26,21.26,21.26,0.0,,,,,,,,,,,,,,
1928-10-03,21.190001,21.190001,21.190001,21.190001,21.190001,0.0,,,,,,,,,,,,,,
1928-10-04,21.26,21.26,21.26,21.26,21.26,0.0,,,,,,,,,,,,,,
1928-10-05,21.219999,21.219999,21.219999,21.219999,21.219999,0.0,,,,,,,,,,,,,,
1928-10-08,21.110001,21.110001,21.110001,21.110001,21.110001,0.0,,,,,,,,,,,,,,
1928-10-09,21.18,21.18,21.18,21.18,21.18,0.0,,,,,,,,,,,,,,
1928-10-10,21.41,21.41,21.41,21.41,21.41,0.0,,,,,,,,,,,,,,
1928-10-11,21.51,21.51,21.51,21.51,21.51,0.0,,,,,,,,,,,,,,
1928-10-15,21.65,21.65,21.65,21.65,21.65,0.0,,,,,,,,,,,,,,
1928-10-16,21.719999,21.719999,21.719999,21.719999,21.719999,0.0,,,,,,,,,,,,,,
1928-10-17,21.790001,21.790001,21.790001,21.790001,21.790001,0.0,,,,,,,,,,,,,,
1928-10-18,21.84,21.84,21.84,21.84,21.84,0.0,,,,,,,,,,,,,,
1928-10-19,21.959999,21.959999,21.959999,21.959999,21.959999,0.0,,,,,,,,,,,,,,
1928-10-22,21.809999,21.809999,21.809999,21.809999,21.809999,0.0,,,,,,,,,,,,,,
1928-10-23,21.950001,21.950001,21.950001,21.950001,21.950001,0.0,,,,,,,,,,,,,,
1928-10-24,21.99,21.99,21.99,21.99,21.99,0.0,,,,,,,,,,,,,,
1928-10-25,21.91,21.91,21.91,21.91,21.91,0.0,,,,,,,,,,,,,,
1928-10-26,21.65,21.65,21.65,21.65,21.65,0.0,,,,,,,,,,,,,,
1928-10-29,22.0,22.0,22.0,22.0,22.0,0.0,,,,,,,,,,,,,,
1928-10-30,21.76,21.76,21.76,21.76,21.76,0.0,,,,,,,,,,,,,,
1928-10-31,21.68,21.68,21.68,21.68,21.68,0.0,,,,,,,,,,,,,,
1928-11-01,21.99,21.99,21.99,21.99,21.99,0.0,,,,,,,,,,,,,,
1928-11-02,21.950001,21.950001,21.950001,21.950001,21.950001,0.0,,,,,,,,,,,,,,
1928-11-05,22.24,22.24,22.24,22.24,22.24,0.0,,,,,,,,,,,,,,
1928-11-07,22.24,22.24,22.24,22.24,22.24,0.0,,,,,,,,,,,,,,
1928-11-08,22.389999,22.389999,22.389999,22.389999,22.389999,0.0,,,,,,,,,,,,,,
1928-11-09,22.549999,22.549999,22.549999,22.549999,22.549999,0.0,,,,,,,,,,,,,,
1928-11-12,22.84,22.84,22.84,22.84,22.84,0.0,,,,,,,,,,,,,,
1928-11-13,22.91,22.91,22.91,22.91,22.91,0.0,,,,,,,,,,,,,,
1928-11-14,22.91,22.91,22.91,22.91,22.91,0.0,,,,,,,,,,,,,,
1928-11-15,23.030001,23.030001,23.030001,23.030001,23.030001,0.0,,,,,,,,,,,,,,
1928-11-16,23.370001,23.370001,23.370001,23.370001,23.370001,0.0,,,,,,,,,,,,,,
1928-11-19,23.370001,23.370001,23.370001,23.370001,23.370001,0.0,,,,,,,,,,,,,,
1928-11-20,23.57,23.57,23.57,23.57,23.57,0.0,,,,,,,,,,,,,,
1928-11-21,23.219999,23.219999,23.219999,23.219999,23.219999,0.0,,,,,,,,,,,,,,
1928-11-22,23.52,23.52,23.52,23.52,23.52,0.0,,,,,,,,,,,,,,
1928-11-23,23.700001,23.700001,23.700001,23.700001,23.700001,0.0,,,,,,,,,,,,,,
1928-11-26,23.799999,23.799999,23.799999,23.799999,23.799999,0.0,,,,,,,,,,,,,,
1928-11-27,23.91,23.91,23.91,23.91,23.91,0.0,,,,,,,,,,,,,,
1928-11-28,24.190001,24.190001,24.190001,24.190001,24.190001,0.0,,,,,,,,,,,,,,
1928-11-30,24.280001,24.280001,24.280001,24.280001,24.280001,0.0,,,,,,,,,,,,,,
1928-12-03,23.85,23.85,23.85,23.85,23.85,0.0,,,,,,,,,,,,,,
1928-12-04,23.91,23.91,23.91,23.91,23.91,0.0,,,,,,,,,,,,,,
1928-12-05,23.809999,23.809999,23.809999,23.809999,23.809999,0.0,,,,,,,,,,,,,,
1928-12-06,22.91,22.91,22.91,22.91,22.91,0.0,,,,,,,,,,,,,,
1928-12-07,22.360001,22.360001,22.360001,22.360001,22.360001,0.0,,,,,,,,,,,,,,
1928-12-10,22.309999,22.309999,22.309999,22.309999,22.309999,0.0,,,,,,,,,,,,,,
1928-12-11,22.74,22.74,22.74,22.74,22.74,0.0,,,,,,,,,,,,,,
1928-12-12,22.52,22.52,22.52,22.52,22.52,0.0,,,,,,,,,,,,,,
1928-12-13,22.48,22.48,22.48,22.48,22.48,0.0,,,,,,,,,,,,,,
1928-12-14,22.530001,22.530001,22.530001,22.530001,22.530001,0.0,,,,,,,,,,,,,,
1928-12-17,22.440001,22.440001,22.440001,22.440001,22.440001,0.0,,,,,,,,,,,,,,
1928-12-18,22.700001,22.700001,22.700001,22.700001,22.700001,0.0,,,,,,,,,,,,,,
1928-12-19,22.98,22.98,22.98,22.98,22.98,0.0,,,,,,,,,,,,,,
1928-12-20,23.07,23.07,23.07,23.07,23.07,0.0,,,,,,,,,,,,,,
1928-12-21,23.33,23.33,23.33,23.33,23.33,0.0,,,,,,,,,,,,,,
1928-12-24,23.540001,23.540001,23.540001,23.540001,23.540001,0.0,,,,,,,,,,,,,,
1928-12-26,23.440001,23.440001,23.440001,23.440001,23.440001,0.0,,,,,,,,,,,,,,
1928-12-27,23.639999,23.639999,23.639999,23.639999,23.639999,0.0,,,,,,,,,,,,,,
1928-12-28,23.98,23.98,23.98,23.98,23.98,0.0,,,,,,,,,,,,,,
1928-12-31,24.35,24.35,24.35,24.35,24.35,0.0,,,,,,,,,,,,,,
1929-01-02,24.809999,24.809999,24.809999,24.809999,24.809999,0.0,,,,,,,,,,,,,,
1929-01-03,24.860001,24.860001,24.860001,24.860001,24.860001,0.0,,,,,,,,,,,,,,
1929-01-04,24.85,24.85,24.85,24.85,24.85,0.0,,,,,,,,,,,,,,
1929-01-07,24.25,24.25,24.25,24.25,24.25,0.0,,,,,,,,,,,,,,
1929-01-08,24.17,24.17,24.17,24.17,24.17,0.0,,,,,,,,,,,,,,
1929-01-09,24.540001,24.540001,24.540001,24.540001,24.540001,0.0,,,,,,,,,,,,,,
1929-01-10,24.58,24.58,24.58,24.58,24.58,0.0,,,,,,,,,,,,,,
1929-01-11,24.540001,24.540001,24.540001,24.540001,24.540001,0.0,,,,,,,,,,,,,,
1929-01-14,24.59,24.59,24.59,24.59,24.59,0.0,,,,,,,,,,,,,,
1929-01-15,24.23,24.23,24.23,24.23,24.23,0.0,,,,,,,,,,,,,,
1929-01-16,24.559999,24.559999,24.559999,24.559999,24.559999,0.0,,,,,,,,,,,,,,
1929-01-17,24.690001,24.690001,24.690001,24.690001,24.690001,0.0,,,,,,,,,,,,,,
1929-01-18,24.77,24.77,24.77,24.77,24.77,0.0,,,,,,,,,,,,,,
1929-01-21,24.860001,24.860001,24.860001,24.860001,24.860001,0.0,,,,,,,,,,,,,,
1929-01-22,25.07,25.07,25.07,25.07,25.07,0.0,,,,,,,,,,,,,,
1929-01-23,25.219999,25.219999,25.219999,25.219999,25.219999,0.0,,,,,,,,,,,,,,
1929-01-24,25.059999,25.059999,25.059999,25.059999,25.059999,0.0,,,,,,,,,,,,,,
1929-01-25,25.48,25.48,25.48,25.48,25.48,0.0,,,,,,,,,,,,,,
1929-01-28,25.35,25.35,25.35,25.35,25.35,0.0,,,,,,,,,,,,,,
1929-01-29,25.360001,25.360001,25.360001,25.360001,25.360001,0.0,,,,,,,,,,,,,,
1929-01-30,25.450001,25.450001,25.450001,25.450001,25.450001,0.0,,,,,,,,,,,,,,
1929-01-31,25.74,25.74,25.74,25.74,25.74,0.0,,,,,,,,,,,,,,
1929-02-01,25.84,25.84,25.84,25.84,25.84,0.0,,,,,,,,,,,,,,
1929-02-04,25.639999,25.639999,25.639999,25.639999,25.639999,0.0,,,,,,,,,,,,,,
1929-02-05,25.700001,25.700001,25.700001,25.700001,25.700001,0.0,,,,,,,,,,,,,,
1929-02-06,25.49,25.49,25.49,25.49,25.49,0.0,,,,,,,,,,,,,,
1929-02-07,24.709999,24.709999,24.709999,24.709999,24.709999,0.0,,,,,,,,,,,,,,
1929-02-08,24.440001,24.440001,24.440001,24.440001,24.440001,0.0,,,,,,,,,,,,,,
1929-02-11,24.98,24.98,24.98,24.98,24.98,0.0,,,,,,,,,,,,,,
1929-02-13,24.950001,24.950001,24.950001,24.950001,24.950001,0.0,,,,,,,,,,,,,,
1929-02-14,24.85,24.85,24.85,24.85,24.85,0.0,,,,,,,,,,,,,,
1929-02-15,24.35,24.35,24.35,24.35,24.35,0.0,,,,,,,,,,,,,,
1929-02-18,24.389999,24.389999,24.389999,24.389999,24.389999,0.0,,,,,,,,,,,,,,
1929-02-19,24.379999,24.379999,24.379999,24.379999,24.379999,0.0,,,,,,,,,,,,,,
1929-02-20,24.59,24.59,24.59,24.59,24.59,0.0,,,,,,,,,,,,,,
1929-02-21,24.860001,24.860001,24.860001,24.860001,24.860001,0.0,,,,,,,,,,,,,,
1929-02-25,24.91,24.91,24.91,24.91,24.91,0.0,,,,,,,,,,,,,,
1929-02-26,24.950001,24.950001,24.950001,24.950001,24.950001,0.0,,,,,,,,,,,,,,
